data index,z score
4200,3.527297782736698
4201,3.5245618895763045
4202,3.518873489739786
4203,3.5229973501164107
4204,3.5276520991636957
4205,3.525412913100246
4206,3.5304542069154614
4207,3.531170066730757
4208,3.5389031106454505
4209,3.5443963825268594
4210,3.542213644890863
4211,3.5619391474520756
4212,3.580676900194477
4213,3.6095009517095997
4214,3.6341911813609005
4215,3.646925087172183
4216,3.649682661216478
4217,3.6525371156068527
4218,3.655917575585929
4219,3.653357473376085
4220,3.6568850117837886
4221,3.6564291272520286
4222,3.6521816272401844
4223,3.6474831257785403
4224,3.646035780285679
4225,3.642864706861036
4226,3.6490193433630687
4227,3.6430994854416596
4228,3.6417607396915823
4229,3.637294086961386
