Country,Schizophrenia,Depressive,Anxiety,Bipolar,Eating
Mongolia,0.29336013966666663,4.050056733333333,5.450497986666667,0.8995786736666667,0.7719632550000003
Montenegro,0.26545414599999995,4.040376493333333,2.01114957,0.499824028,0.10746497136666668
Morocco,0.2861639733333334,2.8427223533333343,3.66395991,0.5411514769999999,0.13812888033333334
Mozambique,0.24165551133333338,5.140464446666668,4.695803743333332,0.7460807583333332,0.16480711466666667
Myanmar,0.19943205300000003,4.919477753333333,3.9740171933333337,0.578534396,0.07061964573333332
Namibia,0.2643191626666666,2.1484523099999993,3.857958340000001,0.31668294299999994,0.07014842586666667
Nauru,0.21880628333333338,3.634853403333332,3.4512759433333327,0.5531637786666667,0.14302904933333332
Nepal,0.28259147433333337,3.1173379366666665,3.958610906666666,0.261579068,0.10142352963333338
Netherlands,0.27126989500000004,4.917826743333333,3.055931643333333,0.38475438833333336,0.08968137286666664
New Zealand,0.3793744266666667,3.53898956,6.641262333333332,0.7868513396666668,0.32968364133333333
Nicaragua,0.38949470966666666,3.65143697,7.369994123333332,1.4968586399999997,0.564821815
Niger,0.26920634633333335,3.307025236666667,4.266198843333334,0.8527349016666667,0.15051503266666666
Nigeria,0.20690455500000002,4.179140243333333,2.859605623333333,0.5428590456666667,0.07478315866666667
Niue,0.21988878966666672,4.2806442166666665,2.9506147700000005,0.5544968776666667,0.10811955349999999
North Korea,0.2959881623333333,3.14055002,3.964875739999999,0.27503004366666667,0.10767228619999997
North Macedonia,0.266878532,2.7706595300000005,3.6273339699999996,0.18218680566666665,0.06632469029999997
Northern Mariana Islands,0.2856487793333333,2.616671956666666,3.598203480000001,0.542310758,0.1283042356
Norway,0.318439496,2.7091368066666663,3.9570206933333334,0.2804681796666666,0.15965861233333334
Oman,0.2830702796666667,3.090733246666667,6.889298483333334,0.832239512,0.43834543633333334
Pakistan,0.2649445826666667,3.935736236666666,4.617972243333332,0.6904853523333334,0.26133112566666666
Palau,0.28147629599999996,3.924212146666666,3.3889084099999995,0.38818828766666663,0.10691368826666667
Palestine,0.29829653666666667,3.1035986533333335,3.9198808366666658,0.2703998083333333,0.11694275193333332
Panama,0.248456562,6.663174929999999,5.47277206,0.790974035,0.14425208733333336
Papua New Guinea,0.2822427176666666,2.95670544,3.5431730566666664,0.8498507049999998,0.23091354166666664
Paraguay,0.27102160599999997,3.126031723333334,3.939613773333334,0.2635561713333333,0.0758802188
Peru,0.2746424183333334,3.5724385166666663,6.175804706666666,1.0902473366666667,0.197725627
Philippines,0.27507421066666665,2.29016246,5.4841177833333346,0.9200148503333334,0.27411583266666667
Poland,0.28590867700000006,2.8353103899999996,4.512433733333333,0.33705268466666666,0.09151495156666666
Portugal,0.2896661476666667,2.2065583799999997,3.112575456666667,0.5511171983333333,0.15257036100000002
Puerto Rico,0.26879137566666667,4.812643899999999,7.908540580000002,0.8748461833333334,0.3865536413333333
Qatar,0.2906189306666667,2.880505963333333,4.41081267,0.9473277746666665,0.2956170303333333
Romania,0.2827468453333334,4.1024065766666675,4.285547643333333,0.7516152983333331,0.3297276653333333
Russia,0.2837790033333334,2.6730284699999998,3.25614332,0.6378162103333332,0.13633083959999995
Rwanda,0.278871844,3.1845429500000004,3.1521453299999993,0.5141046703333334,0.14351730599999998
Saint Kitts and Nevis,0.20538178666666665,5.458190926666668,3.576606363333334,0.5888014126666667,0.07990992446666666
Saint Lucia,0.2796240946666666,3.9283671333333334,4.2411580733333345,0.9099304776666666,0.25943143333333335
Saint Vincent and the Grenadines,0.275449095,3.2372097566666667,4.24879904,0.9255304416666668,0.20741457233333332
Samoa,0.27110978233333327,3.254449760000001,4.218775166666666,0.909181486333333,0.194107228
San Marino,0.2867680286666666,2.8602725766666666,3.9490783366666675,0.2747448476666667,0.08685440750000001
Sao Tome and Principe,0.2830158703333333,4.074813786666667,5.4951426066666675,0.9165509730000001,0.5119202303333334
Saudi Arabia,0.22037973533333333,3.6593300100000006,3.0598532533333325,0.5649700743333333,0.1011053929
Senegal,0.2628221966666667,4.090732946666667,4.4384736600000005,0.7635768006666667,0.25891536200000004
Serbia,0.21542986133333336,3.9690872,2.8856855500000003,0.5528290736666667,0.09705029533333336
Seychelles,0.28343388166666666,2.937850793333333,3.3446335966666667,0.5406268483333334,0.12755754219999998
Sierra Leone,0.30677423633333334,2.6869443133333335,3.6940761099999997,0.3345979646666668,0.13570275346666666
Singapore,0.20746201433333328,4.349714523333333,3.625415376666666,0.5383856163333333,0.08256951853333334
Slovakia,0.3146629146666667,2.3202254633333337,2.7500297400000004,0.713474739,0.3820686536666667
Slovenia,0.29125279333333337,2.814456216666667,3.45688689,0.5428815089999998,0.15590003299999997
Solomon Islands,0.2971159073333333,3.4491138333333335,3.4056239699999997,0.5474732240000001,0.16822800833333335
Somalia,0.25631550799999997,3.0350170266666665,3.947562669999999,0.25496656833333325,0.06583809560000001
South Africa,0.18979669566666665,4.862027483333335,3.317195896666666,0.5811742663333332,0.04666446076666667
South Korea,0.22349925466666662,4.137063246666665,3.817768023333333,0.5568448336666667,0.15444234899999998
South Sudan,0.29770840800000004,2.005173553333333,3.336855726666667,0.4959010296666667,0.2948759786666667
Spain,0.22888002233333332,4.659823956666666,4.83568559,0.6102946243333334,0.146665279
Sri Lanka,0.2655903249999999,4.096358753333333,4.770797549999999,0.9221000966666667,0.5376768416666665
Sudan,0.29230539699999997,3.037513760000001,3.892722793333334,0.3355597453333334,0.09761401506666668
Suriname,0.23104516633333333,4.456718446666667,4.679205519999999,0.7325569363333332,0.1281855505
Sweden,0.272355387,4.645061856666667,4.099251876666666,0.8964159706666668,0.204137705
Switzerland,0.27975169033333336,4.20284194,4.7671575399999995,0.9723125926666667,0.4557796393333334
Syria,0.2802294806666667,3.871359053333334,6.633833693333332,0.9388868116666667,0.4811782106666666
Taiwan,0.24530640800000006,4.010069096666668,5.36797034,0.768704407,0.1554823953333333
Tajikistan,0.30219031700000004,2.539799136666667,3.709170383333333,0.19388019000000004,0.1498079416666667
Tanzania,0.26319243699999995,2.8495814566666655,2.3779054766666663,0.5160942200000002,0.08283285446666667
Thailand,0.20944665633333331,4.70202376,3.7415406466666665,0.5910892816666669,0.09099870056666666
Togo,0.29378442366666674,2.885318396666666,3.31269182,0.32981909066666676,0.11397242276666668
Tokelau,0.207619485,4.463894466666667,3.546727206666666,0.5395908803333334,0.08681446673333333
Tonga,0.28520108499999997,3.14498711,3.9807247,0.2746303313333333,0.08913278359999999
Trinidad and Tobago,0.29114503633333333,2.680277923333334,3.98761416,0.2819222133333333,0.08739527420000001
Tunisia,0.28031485933333333,3.8511039799999995,3.7761158933333325,0.9091007163333332,0.24494714833333334
Turkey,0.25292882200000005,5.024760816666667,5.000541966666668,0.7874591156666668,0.18420321000000003
Turkmenistan,0.24759015433333337,4.073236183333334,4.3256239333333335,0.7963846909999999,0.23976165266666669
Tuvalu,0.2723940453333333,3.143306543333334,2.295287826666666,0.5064622643333333,0.1194752417333333
Uganda,0.272706941,3.152560630000001,3.9962547066666665,0.2679024283333334,0.07753167069999999
Ukraine,0.2044683223333333,7.14299117,3.953881466666666,0.5818657816666668,0.08318576443333335
United Arab Emirates,0.27148857266666665,4.238805540000001,3.0247169233333335,0.521511601,0.11413692040000001
United Kingdom,0.2810022943333334,3.66819898,4.1347718433333345,0.7467745296666667,0.31452045933333334
United States,0.2558146573333333,4.172419856666666,4.379163449999999,1.09189691,0.3893075889999999
United States Virgin Islands,0.4494794886666666,4.368207836666667,5.730277326666666,0.6033784373333333,0.44261518833333324
Upper-middle-income countries,0.2935358710000001,3.25197088,4.288892633333334,0.9205380816666668,0.3361279130000001
Uruguay,0.290154594,3.1827509766666666,3.936042913333333,0.4314418876666667,0.13180751853333336
Uzbekistan,0.31180767299999995,2.6843863533333345,5.065870743333334,0.9607055806666668,0.30811455699999996
Vanuatu,0.26603073633333335,3.233722443333334,2.0238951799999993,0.5113560789999999,0.0970248471
Venezuela,0.27123010499999994,3.0198505966666667,3.9536180633333333,0.26653159500000007,0.07480552396666666
Vietnam,0.2773771376666667,3.203902986666667,3.8306939633333323,0.8293804476666665,0.21541324200000003
World,0.3145782356666667,2.537679216666667,2.18267074,0.3364498396666667,0.07543478659999998
Yemen,0.2888767876666666,3.5118441766666653,3.790525763333333,0.488208805,0.15817971933333333
Zambia,0.23098560099999996,4.897087923333333,4.784083253333334,0.7256414396666667,0.13446707466666666
Zimbabwe,0.20907906866666667,4.191194516666666,3.830621373333334,0.5744699556666667,0.10037089993333334
