data index,z score
4418,3.209776595067728
4419,3.4104753340002456
4420,3.501399237646947
4421,3.513472804097075
4422,3.521453581204086
4423,3.525872756177417
4424,3.522351682060735
4425,3.5195821594912413
4426,3.5140345764500065
4427,3.506580339339819
4428,3.496224836586219
4429,3.48234242368149
4430,3.463410976381943
4431,3.419844979231059
4432,3.3391282998331033
4433,3.231755857320147
4434,3.109186705329933
5940,3.2514861928907357
5941,3.3863191228241827
5942,3.516428755544754
5943,3.6319856959968253
5944,3.7361213008856367
5945,3.8211876632171125
5946,3.9082384934101757
5947,4.005724909718424
5948,4.097137311063327
5949,4.164644018414563
5950,4.1920704623007765
5951,4.185407656306502
5952,4.165712336942599
5953,4.140153207930175
5954,4.1087045474877755
5955,4.07656312814151
5956,4.014773573054622
5957,3.9063465375020523
5958,3.774397040884539
5959,3.6405173299108564
5960,3.529696439487675
5961,3.4203637378486174
5962,3.291756992073
5963,3.1725916531369567
5964,3.080202472545075
5965,3.0392617182231754
5966,3.046849643752097
5967,3.054406551838677
5968,3.052582791073821
5969,3.0449871922403475
