data index,z score
300,3.7440724834755197
301,3.7721244448203075
302,3.7946651484939986
303,3.8231981541811892
304,3.847683447289942
305,3.876244009265489
306,3.9302730455022235
307,4.014709935637595
308,4.116752912624482
309,4.2234682113925315
310,4.315161930995936
311,4.461947475043762
312,4.71208304866936
313,4.993260951227952
314,5.244289212515832
315,5.4072108345017895
316,5.483781595015489
317,5.543407619598204
318,5.613327448786599
319,5.670063124901806
320,5.718064818412689
321,5.753572286662543
322,5.794824390531787
323,5.826473638210782
324,5.862771393594585
325,5.8920974080244495
326,5.926616932306596
327,5.956104882455685
328,5.97645809311548
329,5.998133665415245
3900,3.718005255294508
3901,3.7228218223381733
3902,3.7394232953685322
3903,3.7519624271735474
3904,3.766839420874599
3905,3.7827189871902624
3906,3.7952023260163856
3907,3.8200353046399442
3908,3.844022883552844
3909,3.8654399030235953
3910,3.891229527114507
3911,3.9271061135478886
3912,3.9763842415514845
3913,4.030486421022744
3914,4.078562618572513
3915,4.117485365572993
3916,4.152461439719003
3917,4.195331539976133
3918,4.242215332702619
3919,4.279192129463674
3920,4.3205190775728965
3921,4.359464618046459
3922,4.401727459356495
3923,4.457991276558751
3924,4.509591957409296
3925,4.562593586351789
3926,4.6429643930498194
3927,4.718096443150489
3928,4.788650747373242
3929,4.847656925568504
